Siruta,Localitate,Barbati_18-24,Barbati_25-34,Barbati_35-44,Barbati_45-64,Femei_18-24,Femei_25-34,Femei_35-44,Femei_45-64
65921,ORAS PUCIOASA,0.345,3.302,38.76,25.266,18.231,4.077,1.091,7.982
66009,BRANESTI,0.377,2.547,33.679,29.811,20.189,3.396,0.377,7.925
66081,ORAS TITU,0.199,5.889,38.44,27.537,8.914,7.004,0.398,10.346
66152,BRANISTEA,0.258,2.322,70.249,13.07,3.869,2.236,0.43,7.051
66198,BALENI,0.628,2.145,50.706,18.367,5.861,7.274,1.047,13.762
66223,BARBULETU,0.524,3.932,61.337,13.63,4.456,7.995,1.442,6.553
66330,BEZDEAD,0.286,1.619,23.905,53.333,5.714,7.048,0.667,6.952
66401,BILCIURESTI,0.339,2.373,58.136,19.661,1.864,6.61,1.017,9.492
66438,BUCIUMENI,0.28,2.332,56.157,19.776,9.049,2.239,0.746,8.675
66474,BUCSANI,0.243,4.126,51.456,20.146,6.189,5.947,0.667,10.68
66526,CANDESTI,0.398,5.279,56.375,19.92,5.08,6.474,0.299,4.98
66580,COBIA,0.175,3.769,67.309,13.146,3.155,4.82,1.315,5.872
66697,COJASCA,0.25,2.686,47.47,39.725,0.874,1.562,0.437,6.808
66731,COMISANI,0.134,1.681,57.902,15.736,7.465,5.783,0.941,9.482
66768,CONTESTI,0.137,6.712,53.425,12.603,7.671,7.945,1.233,8.904
66857,CORBII MARI,0.461,1.842,65.5,14.648,2.119,4.192,0.691,10.18
66955,CORNATELU,0.522,1.043,28,53.913,2.609,6.261,1.217,6.261
67014,CORNESTI,0.475,5.631,32.429,36.296,5.902,6.852,0.611,11.465
67121,COSTESTII DIN VALE,0.136,6.676,44.55,28.61,3.406,4.632,0.545,11.172
67167,CRANGURILE,0.227,4.762,60.998,16.667,4.308,5.669,0.68,6.349
67256,DARMANESTI,0.361,2.435,33.093,32.642,14.698,5.591,0.541,9.919
67292,DOBRA,0.086,11.588,61.288,13.562,3.262,3.777,0.601,5.408
67327,DRAGODANA,0.312,4.115,47.07,24.626,6.297,8.915,0.623,7.419
67407,DRAGOMIRESTI,0.51,3.333,54.431,18.627,6.941,4.706,1.02,9.569
67470,FINTA,0.529,2.857,26.032,45.82,11.429,6.243,0.529,6.138
67522,GLODENI,0.663,5.304,27.735,41.768,9.061,2.873,1.436,10.387
67595,GURA OCNITEI,0.382,2.29,55.616,20.011,7.634,3.599,1.036,9.051
67648,GURA SUTII,0.132,2.119,68.94,14.967,3.179,4.834,0.596,4.901
67675,HULUBESTI,0.31,8.79,57.601,13.961,6.101,4.86,0.62,7.342
67737,I. L. CARAGIALE,0.348,4.171,53.071,18.366,7.879,7.01,0.637,7.59
67773,LUCIENI,0.104,3.534,64.137,13.617,8.42,2.495,1.975,5.094
67835,LUDESTI,0.171,3.669,60.068,22.526,1.451,3.84,1.109,6.57
67906,LUNGULETU,0.215,8.87,26.037,46.495,2.861,5.794,0.787,8.441
67942,MALU CU FLORI,0,2.525,60.449,16.129,4.067,9.257,0.14,6.031
68002,MANESTI,0.446,2.155,64.785,14.859,6.464,3.715,1.709,5.498
68048,MATASARU,0.377,8.577,56.927,11.781,3.205,8.954,1.037,8.671
68128,MOGOSANI,0.198,2.049,35.492,47.257,2.115,6.081,0.793,5.816
68182,MOROENI,0.582,4.218,52.509,19.418,6.982,5.673,1.382,8.582
68253,MORTENI,0.233,1.748,73.077,10.956,2.214,3.497,1.166,6.876
68280,NUCET,0.352,2.676,69.437,12.394,4.648,6.197,0.845,3.31
68324,OCNITA,0.405,3.745,39.575,22.368,9.717,5.364,1.822,15.891
68342,ODOBESTI,0.279,2.931,36.846,35.52,4.676,4.606,0.628,12.282
68404,PIETROSITA,1.038,3.761,50.324,21.271,9.209,6.744,0.908,6.355
68431,POIANA,0.218,1.307,55.556,26.471,3.377,2.288,1.089,9.368
68468,POTLOGI,0.573,3.819,49.523,24.061,2.737,7.384,0.318,11.076
68529,PRODULESTI,0.137,2.192,57.671,17.671,5.616,7.534,0.685,7.397
68565,PUCHENI,0,4.054,56.419,14.189,5.236,13.682,1.351,4.899
68627,ORAS RACARI,0.238,1.71,32.352,48.029,6.081,4.038,0.475,6.556
68716,RUNCU,0.4,2.4,51.5,16.6,13.1,6.6,0.7,7.7
68789,SALCIOARA,0.744,4.57,58.874,15.622,4.888,4.995,1.382,8.183
68887,SELARU,0,3.307,37.169,18.915,1.587,27.646,0.529,9.656
68921,TATARANI,0.381,2.857,66.286,15.238,3.556,5.27,0.635,5.587
68976,ULIESTI,0.343,3.777,29.528,40.515,2.661,11.159,0.515,10.644
69063,VALEA LUNGA,0.372,3.439,49.535,19.981,9.294,5.576,1.58,8.178
69170,VALEA MARE,0.291,2.762,70.203,10.465,3.634,3.343,1.453,6.541
69250,VACARESTI,0.171,3.761,48.889,19.487,13.932,5.641,0.598,6.838
69303,VALENI-DAMBOVITA,0,2.652,55.694,20.593,7.488,8.268,0,5.148
69330,VISINA,0.401,6.62,55.968,14.945,4.213,7.523,1.103,8.826
69394,VISINESTI,0,2.743,53.797,16.667,10.549,5.274,1.266,8.017
69447,VARFURI,0,2.446,36.086,21.407,9.48,20.489,1.223,7.951
69526,VOINESTI,0.474,2.58,60.453,14.85,6.108,5.213,0.737,8.899
69615,VULCANA-BAI,0.432,2.59,36.259,30.791,12.23,6.187,2.014,8.201
69900,MUNICIPIUL CRAIOVA,0.216,4.799,36.937,24.566,22.101,3.827,0.823,5.283
69964,BUCOVAT,0.174,3.534,31.981,45.886,6.431,1.97,0.927,8.053
70094,ISALNITA,0.362,2.842,63.721,20.258,6.822,1.24,0.465,3.876
70110,PODARI,0.597,4.61,59.382,13.178,9.87,4.121,0.976,6.779
70174,SIMNICU DE SUS,0.265,4.313,44.061,16.987,15.727,7.366,1.659,8.759
70316,MUNICIPIUL BAILESTI,0.181,9.376,41.845,27.856,8.713,3.045,1.146,7.446
70352,MUNICIPIUL CALAFAT,0.223,8.37,41.877,29.891,7.776,3.17,0.817,7.107
70414,ORAS FILIASI,0.231,7.811,60.694,12.806,7.232,2.064,0.752,7.715
70502,ORAS SEGARCEA,0.386,1.542,54.94,17.976,3.133,15.663,0.578,5.205
70520,AFUMATI,0.409,4.087,45.368,35.559,2.997,5.995,0.136,5.177
70566,ALMAJ,0,4.116,47.094,31.356,10.775,1.332,0,4.6
70637,AMARASTII DE JOS,1.109,1.631,67.123,18.134,2.479,5.153,1.044,2.674
70673,AMARASTII DE SUS,0.245,1.224,66.707,17.993,2.203,8.813,0.122,1.958
70726,APELE VII,0,4.561,33.815,51.724,2.447,1.446,1.224,4.227
70744,ARGETOAIA,0.406,2.322,57.284,27.568,2.205,2.96,0.638,6.326
70879,ORAS BECHET,0.27,3.69,62.916,15.482,3.24,4.14,0.72,5.041
70897,BISTRET,0.352,2.463,71.288,9.923,1.83,5.067,1.056,7.53
70940,BARCA,0.224,9.315,63.861,17.284,2.357,2.357,0.673,3.479
70968,BOTOSESTI-PAIA,0.234,10.304,36.534,49.883,1.639,0.468,0,0.703
70986,BRABOVA,0.314,1.572,60.22,22.327,1.887,10.849,0.943,1.572
71055,BRADESTI,0.292,6.871,49.342,23.099,6.652,4.24,0.731,8.187
71126,BRALOSTITA,0.214,5.5,31.786,41.714,3.714,6.143,0.571,10.143
71199,BRATOVOESTI,0.41,2.459,67.52,14.959,2.459,3.176,1.127,7.377
71260,BREASTA,0.193,1.545,70.573,15.647,4.507,1.61,0.966,4.314
71340,BULZESTI,0.424,6.144,37.712,41.102,1.907,4.237,0.636,6.992
71457,CALOPAR,0.291,0.582,31.564,52.291,1.527,10.764,0.436,1.964
71518,CARAULA,0.619,2.89,75.645,10.526,2.786,0.929,0.929,4.747
71536,CARPEN,0.19,1.714,64.762,22.476,4.381,1.524,2.476,2.095
71572,CASTRANOVA,0.151,0.98,17.709,72.645,1.658,2.336,0.829,3.466
71607,CALARASI,0.153,1.425,26.921,58.372,2.545,1.781,0.662,7.634
71634,CELARU,0.153,7.291,51.343,27.245,2.533,4.835,0.307,5.909
71698,CERAT,0.808,0.346,73.095,13.164,1.27,3.926,1.386,5.427
71723,CERNATESTI,0.299,8.221,61.584,18.535,3.587,2.242,0.747,4.185
71787,CETATE,0.696,6.825,38.301,46.1,2.786,2.019,0.279,2.577
71812,CIOROIASI,0.456,2.506,63.781,19.59,2.961,2.733,1.367,6.15
71858,CIUPERCENII NOI,0,3.244,62.25,15.942,7.315,1.932,1.035,7.937
71885,COSOVENI,0.414,13.715,45.555,26.258,4.549,2.826,0.482,4.273
71910,COTOFENII DIN DOS,0,4.737,63.44,20.7,2.266,2.884,1.03,4.119
71956,DANETI,0.358,3.104,65.552,17.791,3.224,1.97,0.836,6.567
72007,ORAS DABULENI,0.13,1.922,55.492,27.629,3.402,2.623,1.194,6.206
72034,DESA,0,1.322,69.795,16.788,2.379,6.808,0.595,2.247
72052,DIOSTI,0.339,4.864,62.896,20.249,4.412,1.81,0.905,4.299
72098,DOBRESTI,0.157,4.082,62.166,10.204,3.925,10.047,0.942,8.163
72150,DRAGOTESTI,0.228,7.517,57.631,19.362,3.872,6.036,1.139,3.531
72221,DRANIC,0.352,12.676,40.258,30.516,1.291,9.624,0.822,4.108
72276,FARCAS,0.669,1.338,42.642,22.742,3.512,17.224,0.502,11.037
72383,GALICEA MARE,0.318,2.944,75.259,10.342,2.625,2.068,0.955,5.41
72409,GHERCESTI,0.274,2.559,53.656,22.578,10.329,4.479,0.274,5.484
72463,GIGHERA,0.68,2.265,71.574,14.043,2.378,2.378,1.246,4.983
72506,GIUBEGA,0,2.373,62.658,17.563,3.956,3.006,0.633,8.544
72533,GIURGITA,0.787,3.371,61.798,23.596,1.91,3.146,0.674,4.382
72579,GANGIOVA,0.679,2.716,38.37,26.825,4.584,16.299,1.358,6.791
72604,GOGOSU,0.235,2.118,25.882,57.412,2.588,8.235,0.706,2.353
72640,GOICEA,0.471,3.647,69.765,12.941,2.118,5.059,1.412,4.353
72677,GOIESTI,0.738,5.585,48.577,21.18,6.006,6.006,1.159,8.114
72819,GRECESTI,0.29,6.821,66.473,17.997,1.887,1.742,1.016,2.758
72882,IZVOARE,0.34,2.211,72.449,17.517,1.701,2.891,0.85,1.531
72926,LEU,0.073,6.914,62.591,17.322,4.585,1.019,1.31,5.822
72953,LIPOVU,0.658,2.796,69.572,9.375,1.151,13.98,0.493,1.645
72980,MACESU DE JOS,0.346,3.633,72.491,14.187,1.038,4.152,0.865,2.422
73013,MACESU DE SUS,1.027,9.035,32.238,44.764,2.464,2.259,3.08,4.928
73031,MAGLAVIT,0.311,5.047,44.255,39.441,2.096,2.329,1.708,4.348
73068,MALU MARE,0.059,4.164,27.977,30.733,18.299,10.557,0.821,6.921
73102,MELINESTI,0.256,5.026,55.877,25.128,3.918,2.811,0.852,5.707
73246,MISCHII,0.101,2.632,26.417,49.19,6.883,7.49,1.215,5.061
73317,MARSANI,0.298,3.757,64.997,14.013,5.605,3.518,0.716,5.784
73335,MOTATEI,0.348,10.239,69.284,11.133,2.187,1.342,0.845,4.374
73371,MURGASI,0.375,1.966,73.221,12.266,4.026,2.715,0.375,4.494
73460,NEGOI,0.856,24.315,59.932,5.993,1.712,1.37,0.856,4.795
73503,ORODEL,0.746,1.99,70.025,15.423,3.358,2.612,1.741,3.856
73567,OSTROVENI,0.37,2.403,61.83,19.871,4.621,2.68,1.571,6.377
73594,PERISOR,0,7.042,57.324,24.085,2.254,2.254,0.704,5.07
73629,PIELESTI,0.669,26.32,28.699,15.39,11.078,11.078,0.967,5.056
73665,PISCU VECHI,0.258,2.577,80.069,9.107,1.289,0.43,1.375,4.467
73709,PLENITA,0.3,2.772,30.187,50.037,3.296,6.742,0.599,5.543
73736,POIANA MARE,0.276,11.564,39.8,35.554,3.348,2.865,1.07,5.005
73772,PREDESTI,0,1.763,28.404,60.725,2.547,1.567,0.392,4.603
73852,RADOVAN,0.5,20.5,39.5,24.75,3.75,4.5,0.25,5.5
73905,RAST,0.806,8.425,69.158,13.626,3.223,1.245,0.952,2.418
73923,ROBANESTI,1.057,10.436,61.691,12.285,3.303,3.303,1.453,6.077
73996,SADOVA,0.268,38.746,27.546,19.989,1.661,4.877,1.179,5.573
74028,SALCUTA,0.532,7.713,63.83,15.16,2.394,3.191,2.128,4.255
74073,SCAESTI,0.281,6.882,47.612,22.893,8.427,5.478,2.107,6.039
74108,SEACA DE CAMP,0.365,8.942,42.974,41.606,1.004,1.186,1.004,2.737
74135,SEACA DE PADURE,0.664,1.106,81.195,7.965,1.549,1.77,1.77,3.54
74171,SECU,0,3.833,78.746,12.369,0.697,1.22,0.697,2.265
74224,SILISTEA CRUCII,0,2.198,55.861,26.923,2.015,2.747,1.465,8.425
74242,SOPOT,0.673,4.882,36.869,38.889,5.387,6.397,0.673,5.556
74322,TEASC,0,1.976,34.358,44.457,7.464,4.171,1.317,6.147
74359,TERPEZITA,0.241,7.831,52.169,26.747,2.169,6.867,1.205,2.771
74411,TESLUI,0.256,11.538,60.128,13.205,5,2.564,2.564,3.462
74509,TUGLUI,0.294,0.294,58.806,23.581,9.98,2.544,0.783,3.425
74536,UNIREA,0.433,8.925,65.078,17.938,1.733,0.607,0.607,4.593
74554,URZICUTA,0.304,1.368,38.906,41.337,1.824,7.599,1.672,5.319
74581,VALEA STANCIULUI,0.397,3.116,51.558,33.371,3.626,2.38,1.133,3.853
74616,VELA,0.524,1.675,75.393,13.822,2.932,1.675,1.571,1.99
74705,VERBITA,0.495,4.95,53.96,29.455,1.485,3.713,0.99,4.95
74732,VARTOP,0.756,1.323,75.992,14.556,0.756,0.378,1.134,4.537
74750,VARVORU DE JOS,0.248,12.02,59.356,14.87,2.478,4.709,1.239,3.594
74842,CATANE,0.888,3.02,70.515,20.249,1.421,0.888,1.066,1.776
74859,CARCEA,0.231,3.084,50.116,21.897,16.808,2.776,0.54,4.163
74867,CARNA,0.294,1.175,60.352,32.012,1.909,1.322,0.441,2.056
74875,COTOFENII DIN FATA,0.397,3.974,61.987,17.351,4.768,5.166,0.662,4.503
74883,DOBROTESTI,0.163,4.39,60.163,22.764,3.415,5.366,0.976,2.439
74891,GALICIUICA,0,6.849,43.562,27.671,4.11,7.945,0.548,7.671
74907,GHIDICI,0.854,1.174,84.952,9.285,0.854,0.107,0.534,2.028
74915,GHINDENI,0.261,9.269,62.141,19.191,4.439,1.567,0.392,2.48
74923,INTORSURA,0.366,2.747,46.886,38.095,1.465,3.846,0.366,6.044
74931,PLESOI,0.996,1.138,60.882,33.001,0.996,0.853,0.853,1.138
74949,ROJISTE,0.226,0.377,27.149,68.778,0.83,0.754,0.603,0.98
74956,TALPAS,0.254,6.091,56.091,21.574,3.553,3.046,1.015,8.122
75098,MUNICIPIUL GALATI,0.431,6.076,33.771,20.063,22.264,4.412,1.557,9.108
75114,SENDRENI,0.582,5.968,39.52,19.214,17.977,3.348,2.766,9.607
75150,VANATORI,0.383,5.805,37.623,18.729,17.798,6.627,1.314,10.898
75203,MUNICIPIUL TECUCI,0.479,2.83,35.518,32.017,9.736,4.458,1.649,11.875
75221,DRAGANESTI,0.779,5.97,23.491,35.367,9.28,6.749,2.596,14.925
75258,MUNTENI,0.325,1.302,51.371,22.78,3.022,2.743,1.999,15.807
75338,ORAS BERESTI,0.092,0.92,42.686,43.974,1.472,3.496,2.484,4.232
75356,BERESTI-MERIA,0.408,5.306,54.49,19.286,4.286,3.878,2.755,8.163
75472,ORAS TARGU BUJOR,0.663,1.713,56.961,19.448,6.63,3.26,2.431,8.122
75515,BARCEA,0.206,2.677,29.375,45.024,6.246,4.942,1.784,8.991
75542,BALABANESTI,0.493,9.539,54.441,14.803,3.783,5.921,3.618,6.579
75613,BALASESTI,0.179,6.452,59.14,16.129,4.48,2.509,2.867,7.168
75668,BALENI,0.885,3.097,60.619,17.699,3.245,2.655,3.54,8.112
75686,BANEASA,0,5.028,55.447,22.207,2.235,7.542,1.816,5.587
75711,BRANISTEA,0.566,14.623,25.566,27.642,9.245,4.623,4.906,11.509
75766,BRAHASESTI,1.009,0.698,60.047,22.188,0.776,1.474,4.81,8.456
75819,BUCIUMENI,0.714,8.929,40.179,16.786,8.036,7.679,2.857,13.571
75864,CAVADINESTI,0.193,1.353,41.159,46.473,2.609,2.609,1.449,3.671
75917,CERTESTI,0,1.551,34.133,47.109,2.398,5.924,2.257,5.924
75953,COROD,0.447,26.061,27.178,19.211,5.063,2.159,3.276,15.786
76004,CORNI,0.173,3.813,41.594,38.648,3.12,1.906,2.426,7.799
76040,COSMESTI,0.138,2.826,52.24,19.642,4.962,2.343,2.136,15.231
76111,COSTACHE NEGRI,0.255,12.644,37.42,23.116,2.937,8.685,1.66,11.494
76139,CUCA,0.39,3.896,35.455,40.39,2.727,7.403,2.208,6.753
76157,CUDALBI,0.515,2.831,32.497,17.439,7.722,21.429,2.703,14.286
76175,DRAGUSENI,0.582,2.66,46.384,28.512,2.743,3.325,2.411,12.552
76255,FARTANESTI,0.56,1.121,65.012,10.809,6.485,2.002,4.003,9.448
76282,FOLTESTI,0.132,3.821,48.88,23.452,8.169,4.48,1.845,8.037
76317,FRUMUSITA,0.232,3.486,59.256,18.513,3.95,3.176,2.711,7.901
76353,FUNDENI,1.367,9.043,35.436,26.604,6.309,5.468,2.313,12.829
76406,GHIDIGENI,0.651,0.922,22.343,53.2,1.247,4.555,1.193,14.534
76497,GOHOR,0.331,1.49,59.437,19.868,2.649,2.815,3.808,8.609
76558,GRIVITA,0.904,4.97,54.367,17.018,3.765,4.217,2.41,12.048
76585,INDEPENDENTA,0.709,4.762,31.003,21.175,9.422,17.021,2.33,12.665
76601,IVESTI,0.448,1.547,28.816,45.91,5.942,3.256,2.442,10.053
76638,JORASTI,0.527,11.248,62.742,15.817,0.879,3.163,1.582,3.691
76674,LIESTI,0.382,3.015,24.926,44.289,8.45,2.038,2.208,13.248
76692,MATCA,0.396,2.868,36.058,13.349,6.856,18.457,1.912,19.479
76718,MASTACANI,1.382,2.535,57.143,12.673,6.912,3.456,3.802,11.406
76745,MOVILENI,0.331,6.281,39.008,24.298,9.587,3.636,0.992,14.876
76763,NAMOLOASA,1.257,2.693,67.504,14.722,3.411,2.513,1.436,5.745
76807,NICORESTI,0.369,2.308,23.176,47.922,6.094,2.862,2.308,13.573
76932,OANCEA,0,7.158,27.115,52.278,2.386,1.735,1.952,5.857
76969,PECHEA,0.354,2.835,43.038,16.101,8.203,12.456,2.38,13.772
76996,PISCU,1.855,4.329,45.23,14.841,11.131,3.092,2.032,16.873
77028,PRIPONESTI,0.545,5.455,50.909,23.818,5.636,2,2,8.364
77082,REDIU,0.412,6.722,26.749,46.776,1.509,9.053,2.606,5.213
77126,SCANTEIESTI,0.683,7.509,44.369,25.085,4.608,5.802,4.096,6.485
77153,SCHELA,0.182,16.332,35.128,23.175,5.931,7.664,1.642,9.215
77180,SLOBOZIA CONACHI,0.896,2.39,57.669,15.438,7.47,4.382,1.195,10.259
77224,SMARDAN,0.796,4.269,30.97,10.058,38.857,3.039,1.809,8.973
77260,SMULTI,0.787,2.887,55.906,15.748,1.837,11.549,4.199,6.562
77288,SUCEVENI,0.491,10.147,54.01,11.784,3.764,6.547,2.455,9.493
77313,TUDOR VLADIMIRESCU,1.307,8.362,41.028,21.516,5.836,3.571,2.7,13.24
77331,TULUCESTI,0.488,4.936,41.987,21.207,11.822,5.058,1.889,11.395
77377,TEPU,0.721,3.193,60.556,20.185,2.575,2.987,1.957,7.312
77402,UMBRARESTI,0.875,2.692,39.367,27.456,4.643,5.518,2.355,16.353
77475,VALEA MARULUI,0.873,1.87,55.362,13.84,9.352,3.491,2.618,11.347
77509,VARLEZI,0.794,1.455,59.259,24.868,3.439,1.323,2.778,5.688
77536,VLADESTI,0.462,4.16,52.851,25.116,3.236,5.085,2.619,6.009
77561,RADESTI,0.404,1.212,69.091,11.313,1.818,1.01,2.626,12.121
77579,NEGRILESTI,0.205,1.848,70.123,12.32,3.08,2.053,1.848,7.803
77587,POIANA,0.416,2.909,66.343,15.512,2.355,1.385,3.601,7.064
77595,CUZA VODA,0.45,3.604,36.787,20.42,4.354,18.619,2.402,12.012
77601,SUHURLUI,1.617,6.469,26.146,41.779,2.156,4.313,3.235,13.477
77812,MUNICIPIUL TARGU JIU,0.579,5.548,37.724,23.873,14.398,8.037,0.671,7.651
77910,BALESTI,0.384,5.521,50.408,17.043,10.13,5.185,0.96,8.209
78016,DRAGUTESTI,0.654,4.741,46.158,22.452,5.94,8.338,0.926,9.864
78089,TURCINESTI,1.229,1.351,27.273,43.857,6.634,8.845,0.737,9.091
78141,MUNICIPIUL MOTRU,0.632,4.072,45.56,26.343,10.056,3.405,0.79,8.547
78258,ORAS NOVACI,0.559,3.128,29.106,40.335,13.184,5.363,0.894,6.592
78329,ORAS TARGU CARBUNESTI,1.04,3.828,56.711,14.887,8.885,4.112,0.851,9.121
78454,ORAS TICLENI,0.462,5.215,52.343,16.436,10.165,4.356,0.99,9.637
78472,ALBENI,1.471,3.431,42.034,31.863,3.431,5.025,0.49,11.642
78542,ALIMPESTI,0.364,1.273,57.273,18.727,4.364,9.091,0.364,8.364
78604,ANINOASA,0.512,1.025,40.051,16.823,30.231,2.818,0.512,7.771
78668,ARCANI,0.785,3.297,32.81,48.195,6.593,4.239,0.314,3.297
78711,BAIA DE FIER,0.174,4.427,39.41,14.323,10.417,22.222,0.347,7.899
78748,BALANESTI,0.517,5.165,64.256,11.88,5.062,7.231,0.62,5.062
78828,BARBATESTI,1.124,2.247,51.685,21.798,7.865,5.843,0.449,8.764
78873,BENGESTI-CIOCADIA,0.497,4.72,54.658,16.894,8.447,8.944,0.621,5.217
78926,BERLESTI,1.146,6.056,25.205,53.846,1.473,2.946,0.327,6.547
79004,BALTENI,0.723,9.504,33.058,23.399,6.715,3.616,0.465,8.368
79077,BOLBOSI,0.835,3.938,34.964,46.181,2.148,2.387,0.358,8.711
79157,BORASCU,1.356,2.607,32.117,45.673,4.901,4.692,0.73,7.612
79237,BRANESTI,1.404,4.368,55.85,24.805,3.744,2.496,1.248,5.772
79308,ORAS BUMBESTI-JIU,0.544,3.719,50.068,15.374,11.111,8.889,0.635,8.889
79362,BUMBESTI-PITIC,0,2.802,45.133,28.761,7.227,8.555,0.885,6.195
79406,BUSTUCHIN,0.452,15.266,25.203,18.519,12.195,11.292,0.181,16.893
79497,CAPRENI,0.905,5.656,57.919,18.552,6.561,3.394,0.905,5.43
79585,CATUNELE,1.178,5.3,38.751,25.088,5.536,5.418,0.471,17.668
79656,CIUPERCENI,2.355,6.703,51.993,11.775,12.862,5.978,0,7.246
79736,CALNIC,1.003,5.316,29.087,47.442,4.313,3.009,0.702,7.924
79834,CRASNA,0.461,1.382,55,14.276,8.947,6.908,0.526,11.645
79932,CRUSET,1.627,6.725,57.484,13.991,5.206,6.616,0.217,7.918
80043,DANCIULESTI,1.017,3.198,21.948,59.157,2.035,2.326,0.291,9.593
80123,DANESTI,0.736,2.946,31.517,13.181,7.658,35.272,0.368,7.658
80249,DRAGOTESTI,0.252,4.534,28.589,47.733,4.156,2.015,0.504,11.083
80285,FARCASESTI,0.82,8.681,22.761,45.591,3.896,8.134,0.205,9.364
80365,GLOGOVA,0.135,2.695,57.008,11.321,3.235,17.79,0.404,7.008
80427,GODINESTI,1.954,9.283,39.251,29.967,6.678,5.049,0.814,6.189
80506,HUREZANI,0.555,3.142,37.708,41.59,2.957,4.806,0.924,8.133
80560,IONESTI,1.06,1.722,38.543,42.781,5.298,2.781,0.397,7.152
80613,JUPANESTI,0.832,8.319,30.449,20.965,6.988,24.958,1.165,5.99
80677,LELESTI,0.791,3.953,54.15,14.888,10.935,10.54,0.527,3.162
80711,LICURICI,1.341,5.514,21.461,53.651,3.726,4.918,0.596,8.495
80766,LOGRESTI,1.324,1.685,31.889,42.72,8.664,5.054,0.481,8.063
80846,MATASARI,0.685,6.088,35.921,29.528,11.339,3.501,0.381,11.948
80908,MUSETESTI,0.671,4.564,58.389,12.617,7.919,7.651,0.537,4.43
80980,NEGOMIR,0.586,4.821,43.779,32.052,6.124,4.039,0.261,8.013
81095,PADES,1.054,6.044,42.797,17.709,14.195,9.909,1.546,6.254
81184,PESTISANI,0.223,10.327,53.195,18.053,6.092,7.058,0.743,4.012
81264,PLOPSORU,0.193,5.7,38.696,37.488,3.623,2.126,0.435,9.758
81380,POLOVRAGI,1.37,2.283,48.858,18.265,7.42,7.648,0.114,12.215
81415,PRIGORIA,0.892,4.856,56.492,19.128,5.946,5.154,0.396,5.946
81497,ROSIA DE AMARADIA,1.112,2.022,29.727,42.164,4.853,4.247,0.404,13.246
81576,RUNCU,0.73,2.465,68.69,12.78,4.382,3.469,0.639,6.344
81656,SAMARINESTI,0.12,5.269,40,44.072,2.275,2.754,0.24,5.15
81754,SACELU,0.34,5.263,28.693,38.031,10.526,10.017,0.17,6.282
81816,SAULESTI,0.497,2.318,39.735,26.987,9.272,8.775,0.662,11.589
81861,SCOARTA,1.05,3.711,58.754,14.146,9.244,4.762,0.91,5.322
81987,SCHELA,1.718,4.389,48.092,24.237,7.061,8.397,0.763,3.626
82047,SLIVILESTI,1.174,5.763,30.843,47.279,2.882,2.882,0.427,7.791
82136,STANESTI,0.518,4.016,57.383,16.71,4.534,8.808,0.777,6.606
82243,STEJARI,0.153,2.301,56.748,21.319,2.914,6.902,0.767,7.975
82314,STOINA,0.722,31.313,25.108,21.501,7.937,4.762,0.577,7.937
82396,TELESTI,0.487,7.498,53.262,16.748,7.79,6.524,0.487,6.621
82430,ORAS TISMANA,0.438,3.99,58.054,16.691,7.445,7.007,0.535,5.547
82555,TURBUREA,0.293,7.253,60.44,14.799,4.249,4.615,1.026,7.106
82617,ORAS TURCENI,0.358,4.716,19.552,65.313,4.119,1.164,0.209,4.358
82680,TANTARENI,1.071,4.285,30.834,37.261,5.585,6.733,0.689,13.236
82733,URDARI,0.95,3.704,26.591,51.187,7.407,3.039,0.665,5.793
82779,VAGIULESTI,0.875,11.079,51.458,18.805,4.519,3.353,0.729,8.601
82831,VLADIMIR,0.534,5.741,35.381,27.236,14.553,12.016,0.935,3.471
82895,ORAS ROVINARI,0.565,6.274,26.375,38.507,4.966,5.025,0.446,16.682
83133,MUNICIPIUL ODORHEIU SECUIESC,93.789,0.277,1.297,1.297,2.137,0.41,0.248,0.305
83151,BRADESTI,95.306,0.261,0.652,1.043,1.695,0.261,0.391,0
83197,FELICENI,93.306,0.826,1.074,1.074,1.653,0.661,0.661,0.413
83320,MUNICIPIUL MIERCUREA-CIUC,80.69,0.688,6.008,4.089,4.963,1.061,0.283,1.716
83375,PAULENI-CIUC,95.026,0.383,1.148,0.51,1.913,0.383,0.128,0.128
83428,ORAS BAILE TUSNAD,84.989,0.883,2.428,3.091,6.181,1.545,0.221,0.221
83464,ORAS BALAN,39.394,1.996,27.199,7.687,5.691,3.326,0.665,12.639
83491,ORAS BORSEC,71.963,1.246,7.477,9.19,2.648,0.779,0.623,5.919
83525,ORAS CRISTURU SECUIESC,94.072,0.814,1.511,0.891,1.434,0.387,0.349,0.232
83561,MUNICIPIUL GHEORGHENI,88.425,0.716,3.149,3.517,1.636,0.798,0.204,1.002
83632,MUNICIPIUL TOPLITA,19.035,5.258,27.421,25.89,8.087,2.163,1.864,9.517
83749,ORAS VLAHITA,95.601,0.318,0.636,0.689,0.848,0.477,0.212,0.371
83785,ATID,89.603,1.231,2.189,0.958,2.462,1.368,0.958,0.958
83847,AVRAMESTI,88.273,2.536,2.377,1.109,0.951,0.475,1.426,1.426
83936,BILBOR,0.699,5.42,35.315,40.734,3.147,2.448,2.098,9.965
83963,CAPALNITA,96.911,0.325,0.813,0.488,0.488,0.325,0,0
