Siruta,Localitate,Categorie
125588,GARCOV,Barbati_18-24
125622,ORAS DRAGANESTI-OLT,Barbati_18-24
125659,BABICIU,Barbati_18-24
125677,BALDOVINESTI,Barbati_18-24
125757,BARASTI,Barbati_18-24
125846,BARZA,Barbati_18-24
125873,BOBICESTI,Barbati_18-24
125962,BRASTAVATU,Barbati_18-24
125999,BREBENI,Barbati_18-24
126022,BRANCOVENI,Barbati_18-24
126077,BUCINISU,Barbati_18-24
126102,CEZIENI,Barbati_18-24
126148,CILIENI,Barbati_18-24
126166,CARLOGANI,Barbati_18-24
126228,COLONESTI,Barbati_18-24
126326,CORBU,Barbati_18-24
126380,COTEANA,Barbati_18-24
126406,CRAMPOIA,Barbati_18-24
126433,CURTISOARA,Barbati_18-24
126503,CUNGREA,Femei_35-44
126585,DANEASA,Barbati_18-24
126647,DEVESELU,Barbati_18-24
126674,DOBRETU,Barbati_18-24
126718,DOBROSLOVENI,Barbati_18-24
126772,DOBROTEASA,Barbati_18-24
126825,DOBRUN,Barbati_18-24
126905,FAGETELU,Barbati_18-24
126978,FALCOIU,Barbati_18-24
127019,FARCASELE,Barbati_18-24
127064,GANEASA,Barbati_18-24
127126,GIUVARASTI,Femei_35-44
127144,GOSTAVATU,Barbati_18-24
127171,GRADINARI,Barbati_18-24
127224,GROJDIBODU,Barbati_18-24
127251,IANCA,Barbati_18-24
127288,IANCU JIANU,Barbati_18-24
127322,ICOANA,Barbati_18-24
127368,IZBICENI,Barbati_18-24
127386,IZVOARELE,Barbati_18-24
127411,LELEASCA,Barbati_18-24
127493,MARUNTEI,Barbati_18-24
127536,MIHAESTI,Barbati_18-24
127563,MILCOV,Barbati_18-24
127625,MORUNGLAV,Barbati_18-24
127689,MOVILENI,Barbati_18-24
127714,NICOLAE TITULESCU,Barbati_18-24
127750,OBARSIA,Barbati_18-24
127812,OBOGA,Barbati_18-24
127858,OPORELU,Barbati_18-24
127901,OPTASI-MAGURA,Barbati_18-24
127938,ORLEA,Barbati_18-24
127983,OSICA DE SUS,Barbati_18-24
128052,PERIETI,Barbati_18-24
128105,ORAS PIATRA-OLT,Barbati_18-24
128178,PARSCOVENI,Barbati_18-24
128221,PLESOIU,Barbati_18-24
128301,POBORU,Barbati_18-24
128374,ORAS POTCOAVA,Barbati_18-24
128436,PRISEACA,Barbati_18-24
128472,RADOMIRESTI,Barbati_18-24
128524,REDEA,Barbati_18-24
128560,ROTUNDA,Barbati_18-24
128588,RUSANESTI,Barbati_18-24
128613,SCARISOARA,Barbati_18-24
128659,SCHITU,Barbati_18-24
128711,ORAS SCORNICESTI,Barbati_18-24
128864,SEACA,Barbati_18-24
128882,SAMBURESTI,Barbati_18-24
128962,SPINENI,Barbati_18-24
129040,SPRANCENATA,Barbati_18-24
129095,STOENESTI,Barbati_18-24
129111,STOICANESTI,Barbati_18-24
129139,STREJESTI,Barbati_18-24
129184,STUDINA,Barbati_18-24
129246,SERBANESTI,Barbati_18-24
129282,STEFAN CEL MARE,Barbati_18-24
129317,TATULESTI,Barbati_18-24
129380,TESLUI,Barbati_18-24
129460,TIA MARE,Femei_35-44
129503,TOPANA,Barbati_18-24
129567,TRAIAN,Barbati_18-24
129585,TUFENI,Barbati_18-24
129629,URZICA,Barbati_18-24
129656,VALEA MARE,Barbati_18-24
129718,VADASTRA,Barbati_18-24
129745,VADASTRITA,Barbati_18-24
129763,VALENI,Barbati_18-24
129816,VERGULEASA,Barbati_18-24
129898,VISINA,Barbati_18-24
129914,VITOMIRESTI,Femei_35-44
129987,VALCELE,Barbati_18-24
130026,VLADILA,Barbati_18-24
130062,VOINEASA,Barbati_18-24
130124,VULPENI,Barbati_18-24
130231,VULTURESTI,Barbati_18-24
130286,BALTENI,Barbati_18-24
130295,CALUI,Barbati_18-24
130302,GAVANESTI,Barbati_18-24
130311,GHIMPETENI,Femei_35-44
130320,GRADINILE,Barbati_18-24
130339,GURA PADINII,Barbati_18-24
130348,IPOTESTI,Barbati_18-24
130357,OSICA DE JOS,Barbati_18-24
130366,SARBII - MAGURA,Barbati_18-24
130375,VISINA NOUA,Barbati_18-24
130384,SOPARLITA,Barbati_18-24
130534,MUNICIPIUL PLOIESTI,Femei_45-64
130552,BARCANESTI,Femei_45-64
130614,BERCENI,Femei_45-64
130678,BLEJOI,Femei_45-64
130712,BRAZI,Femei_45-64
130785,BUCOV,Femei_45-64
130847,PAULESTI,Femei_45-64
130892,TARGSORU VECHI,Femei_45-64
130954,ORAS AZUGA,Femei_45-64
130981,ORAS BAICOI,Femei_45-64
131069,ORAS BOLDESTI-SCAENI,Femei_45-64
131103,ORAS BREAZA,Femei_45-64
131210,ORAS BUSTENI,Femei_45-64
131256,MUNICIPIUL CAMPINA,Femei_45-64
131274,POIANA CAMPINA,Femei_45-64
131336,ORAS COMARNIC,Femei_45-64
131407,ORAS MIZIL,Femei_45-64
131443,ORAS PLOPENI,Femei_45-64
131461,DUMBRAVESTI,Femei_45-64
131540,ORAS SINAIA,Femei_45-64
131577,ORAS SLANIC,Femei_45-64
131620,ORAS URLATI,Femei_45-64
131817,ORAS VALENII DE MUNTE,Femei_45-64
131835,GURA VITIOAREI,Femei_45-64
131899,ADUNATI,Femei_45-64
131933,ALBESTI-PALEOLOGU,Femei_45-64
131988,ALUNIS,Femei_45-64
132011,APOSTOLACHE,Femei_45-64
132075,ARICESTII RAHTIVANI,Femei_45-64
132137,ARICESTII ZELETIN,Barbati_18-24
132164,BABA ANA,Femei_45-64
132226,BALTA DOAMNEI,Femei_45-64
132271,BALTESTI,Femei_45-64
132315,BANESTI,Femei_45-64
132342,BERTEA,Femei_45-64
132379,BOLDESTI-GRADISTEA,Femei_45-64
132404,BREBU,Femei_45-64
132459,CALUGARENI,Femei_45-64
132486,CARBUNESTI,Femei_45-64
132510,CEPTURA,Femei_45-64
132574,CERASU,Femei_45-64
132645,CHIOJDEANCA,Femei_45-64
132681,CIORANI,Femei_45-64
132716,COCORASTII MISLII,Femei_45-64
132752,COLCEAG,Femei_45-64
132805,CORNU,Femei_45-64
132841,COSMINELE,Barbati_18-24
132896,DRAJNA,Femei_45-64
133018,DRAGANESTI,Femei_45-64
133090,DUMBRAVA,Femei_45-64
133161,FILIPESTII DE PADURE,Femei_45-64
133214,FILIPESTII DE TARG,Femei_45-64
133278,FANTANELE,Femei_45-64
133330,FLORESTI,Femei_45-64
133394,FULGA,Femei_45-64
133429,GHERGHITA,Femei_45-64
133508,GORGOTA,Femei_45-64
133562,GORNET,Femei_45-64
133615,GORNET-CRICOV,Femei_45-64
133688,GURA VADULUI,Femei_45-64
133722,IORDACHEANU,Femei_45-64
133795,IZVOARELE,Femei_45-64
133866,JUGURENI,Femei_45-64
133919,LAPOS,Femei_45-64
133964,LIPANESTI,Femei_45-64
134014,MAGURELE,Femei_45-64
134050,MAGURENI,Femei_45-64
134096,MANECIU,Femei_45-64
134194,MANESTI,Femei_45-64
134336,PACURETI,Barbati_18-24
134390,PLOPU,Femei_45-64
134443,PODENII NOI,Femei_45-64
134559,POIENARII BURCHII,Femei_45-64
134648,POSESTI,Femei_45-64
134755,PREDEAL-SARARI,Femei_45-64
134853,PROVITA DE JOS,Femei_45-64
134899,PROVITA DE SUS,Femei_45-64
134942,PUCHENII MARI,Femei_45-64
135020,RAFOV,Femei_45-64
135128,SALCIA,Femei_45-64
135146,SALCIILE,Femei_45-64
135164,SCORTENI,Femei_45-64
135226,SECARIA,Femei_45-64
135244,SANGERU,Femei_45-64
135315,STARCHIOJD,Femei_45-64
135404,SURANI,Femei_45-64
135431,SIRNA,Femei_45-64
135501,SOIMARI,Femei_45-64
135547,SOTRILE,Femei_45-64
135618,STEFESTI,Femei_45-64
135654,TALEA,Femei_45-64
135681,TATARU,Femei_45-64
135725,TEISANI,Femei_45-64
135789,TELEGA,Femei_45-64
135850,TINOSU,Femei_45-64
135896,TOMSANI,Femei_45-64
135949,VALEA CALUGAREASCA,Femei_45-64
136107,VALEA DOFTANEI,Femei_45-64
136134,VARBILAU,Femei_45-64
136198,VALCANESTI,Femei_45-64
136241,COCORASTII COLT,Femei_45-64
136250,OLARI,Femei_45-64
136269,VADU SAPAT,Femei_45-64
136278,BATRANI,Femei_45-64
136483,MUNICIPIUL SATU MARE,Femei_35-44
136526,MUNICIPIUL CAREI,Femei_35-44
136553,CAPLENI,Femei_35-44
136599,ORAS NEGRESTI-OAS,Femei_35-44
136642,ORAS TASNAD,Femei_35-44
136713,ACAS,Femei_35-44
136768,ANDRID,Femei_35-44
136802,APA,Femei_35-44
136848,ORAS ARDUD,Femei_35-44
136919,BATARCI,Femei_35-44
136964,BELTIUG,Femei_35-44
137032,BERVENI,Femei_35-44
137069,BIXAD,Femei_35-44
137103,BARSAU,Femei_35-44
137130,BOGDAND,Femei_35-44
137185,BOTIZ,Femei_35-44
137229,CALINESTI-OAS,Barbati_18-24
137274,CAMARZANA,Femei_35-44
137292,CAUAS,Femei_35-44
137363,CEHAL,Femei_35-44
137407,CERTEZE,Barbati_18-24
137443,CRAIDOROLT,Barbati_25-34
137504,CRUCISOR,Femei_35-44
137540,CULCIU,Femei_35-44
137611,DOBA,Femei_35-44
137675,DOROLT,Femei_35-44
137728,FOIENI,Femei_35-44
137746,GHERTA MICA,Barbati_18-24
137764,HALMEU,Femei_35-44
137844,HODOD,Femei_35-44
137899,HOMOROADE,Femei_35-44
137960,LAZURI,Femei_35-44
138039,ORAS LIVADA,Femei_35-44
138084,MEDIESU AURIT,Femei_35-44
138164,MICULA,Femei_35-44
138208,MOFTIN,Femei_35-44
138280,ODOREU,Femei_35-44
138351,ORASU NOU,Femei_25-34
138431,PAULESTI,Femei_35-44
138501,PETRESTI,Femei_35-44
138538,PIR,Femei_35-44
138574,PISCOLT,Femei_35-44
138618,POMI,Barbati_18-24
138663,SANISLAU,Femei_35-44
138734,SANTAU,Femei_35-44
138770,SACASENI,Femei_35-44
138805,SAUCA,Femei_35-44
138869,SOCOND,Femei_35-44
138921,SUPUR,Femei_35-44
139009,TARNA MARE,Femei_35-44
139054,TEREBESTI,Femei_35-44
139107,TIREAM,Femei_35-44
139143,TARSOLT,Barbati_18-24
139170,TURT,Barbati_18-24
139214,TURULUNG,Femei_35-44
139250,URZICENI,Barbati_25-34
139287,VALEA VINULUI,Barbati_18-24
139330,VAMA,Femei_35-44
139358,VETIS,Barbati_25-34
139394,VIILE SATU MARE,Femei_35-44
139704,MUNICIPIUL ZALAU,Femei_35-44
139740,ORAS CEHU SILVANIEI,Femei_35-44
139811,ORAS JIBOU,Femei_35-44
139884,ORAS SIMLEU SILVANIEI,Femei_35-44
139937,AGRIJ,Barbati_18-24
139982,ALMASU,Femei_35-44
140084,BABENI,Femei_35-44
140146,BALAN,Barbati_18-24
140208,BANISOR,Barbati_18-24
140244,BENESAT,Femei_35-44
140280,BOBOTA,Femei_35-44
140324,BOCSA,Femei_35-44
140379,BUCIUMI,Femei_35-44
140440,CAMAR,Femei_25-34
140477,CARASTELEC,Femei_35-44
140501,CHIESD,Barbati_25-34
140547,CIZER,Femei_35-44
140583,COSEIU,Femei_35-44
140627,CRASNA,Femei_35-44
140672,CREACA,Femei_35-44
140770,CRISTOLT,Femei_35-44
140823,CRISENI,Femei_35-44
140869,CUZAPLAC,Femei_35-44
140958,DOBRIN,Femei_35-44
141027,DRAGU,Femei_35-44
141081,FILDU DE JOS,Femei_35-44
141134,GALGAU,Femei_35-44
141232,GARBOU,Femei_35-44
141312,HALMASD,Femei_35-44
141376,HERECLEAN,Femei_35-44
141447,HIDA,Femei_35-44
141535,HOROATU CRASNEI,Femei_35-44
141580,ILEANDA,Barbati_18-24
141722,IP,Femei_35-44
141786,LETCA,Femei_35-44
141884,LOZNA,Femei_35-44
141946,MARCA,Femei_35-44
142006,MAERISTE,Femei_35-44
142079,MESESENII DE JOS,Femei_35-44
142122,MIRSID,Femei_35-44
142177,NAPRADEA,Barbati_18-24
142239,NUSFALAU,Femei_35-44
142284,PERICEI,Femei_35-44
142337,PLOPIS,Femei_35-44
142373,POIANA BLENCHII,Barbati_18-24
142426,ROMANASI,Barbati_18-24
142499,RUS,Barbati_18-24
142550,SALATIG,Femei_35-44
142612,SAG,Femei_35-44
142676,SANMIHAIU ALMASULUI,Femei_35-44
142710,SOMES-ODORHEI,Femei_35-44
142774,SURDUC,Femei_35-44
142854,SAMSUD,Femei_35-44
142881,SARMASAG,Femei_35-44
142952,VALCAU DE JOS,Femei_35-44
143021,VARSOLT,Femei_35-44
143067,ZALHA,Femei_35-44
143147,ZIMBOR,Femei_35-44
143450,MUNICIPIUL SIBIU,Barbati_18-24
143487,CRISTIAN,Barbati_18-24
143502,POPLACA,Femei_35-44
143520,RASINARI,Barbati_18-24
143557,SELIMBAR,Barbati_18-24
143619,MUNICIPIUL MEDIAS,Femei_35-44
143646,TARNAVA,Barbati_18-24
143682,ORAS AGNITA,Femei_35-44
143735,ORAS CISNADIE,Barbati_18-24
143771,ORAS COPSA MICA,Barbati_25-34
143806,ORAS DUMBRAVENI,Femei_35-44
143851,ORAS OCNA SIBIULUI,Femei_35-44
143888,ALTINA,Barbati_18-24
143922,APOLDU DE JOS,Barbati_18-24
143959,ARPASU DE JOS,Barbati_18-24
143995,ATEL,Barbati_18-24
144054,ORAS AVRIG,Barbati_18-24
144116,AXENTE SEVER,Barbati_18-24
144152,BAZNA,Barbati_18-24
144198,BIERTAN,Femei_35-44
144232,BARGHIS,Femei_35-44
144303,BLAJEL,Femei_35-44
144349,BRATEIU,Barbati_18-24
144376,BRADENI,Barbati_18-24
144410,BRUIU,Femei_35-44
144456,CHIRPAR,Femei_35-44
144508,CARTA,Barbati_18-24
144535,CARTISOARA,Barbati_18-24
144553,DARLOS,Barbati_18-24
144599,GURA RAULUI,Barbati_18-24
144615,HOGHILAG,Femei_35-44
144651,IACOBENI,Barbati_18-24
144713,JINA,Barbati_18-24
144731,LASLEA,Barbati_18-24
144795,LOAMNES,Barbati_18-24
144866,LUDOS,Barbati_18-24
144893,MARPOD,Femei_35-44
144928,ORAS MIERCUREA SIBIULUI,Barbati_18-24
144964,MERGHINDEAL,Femei_35-44
144991,MICASASA,Barbati_18-24
145042,MIHAILENI,Barbati_18-24
145104,MOSNA,Femei_35-44
145140,NOCRICH,Barbati_18-24
145202,ORLAT,Barbati_18-24
145220,PAUCA,Barbati_18-24
145275,POIANA SIBIULUI,Femei_35-44
145293,PORUMBACU DE JOS,Barbati_18-24
145355,RACOVITA,Barbati_18-24
145382,RAU SADULUI,Barbati_18-24
145408,ROSIA,Barbati_18-24
145471,SADU,Barbati_18-24
145499,ORAS SALISTE,Barbati_18-24
145603,SLIMNIC,Barbati_18-24
145667,SEICA MARE,Femei_35-44
145738,SEICA MICA,Barbati_18-24
145765,SURA MARE,Barbati_18-24
145792,SURA MICA,Barbati_18-24
145827,ORAS TALMACIU,Barbati_18-24
145907,TILISCA,Barbati_18-24
145934,TURNU ROSU,Barbati_18-24
145961,VALEA VIILOR,Barbati_18-24
145998,VURPAR,Barbati_18-24
146012,ALMA,Femei_35-44
146021,BOITA,Femei_35-44
146263,MUNICIPIUL SUCEAVA,Barbati_18-24
146281,IPOTESTI,Barbati_18-24
146325,MITOCU DRAGOMIRNEI,Barbati_18-24
146370,ORAS SALCEA,Barbati_18-24
146432,SCHEIA,Barbati_18-24
146502,MUNICIPIUL CAMPULUNG MOLDOVENESC,Barbati_18-24
146539,MUNICIPIUL FALTICENI,Barbati_18-24
146584,ORAS GURA HUMORULUI,Barbati_18-24
146628,MUNICIPIUL RADAUTI,Barbati_18-24
146655,ORAS SIRET,Barbati_18-24
146708,ORAS SOLCA,Barbati_18-24
146744,MUNICIPIUL VATRA DORNEI,Barbati_18-24
146799,ADANCATA,Barbati_18-24
146860,ARBORE,Barbati_18-24
146904,BAIA,Barbati_18-24
146931,ORAS MILISAUTI,Barbati_18-24
146995,BALCAUTI,Barbati_18-24
147036,BILCA,Barbati_18-24
147054,BOGDANESTI,Barbati_18-24
147072,BOROAIA,Barbati_18-24
147134,BOSANCI,Barbati_18-24
147161,BOTOSANA,Barbati_18-24
147205,BREAZA,Barbati_18-24
147241,BRODINA,Barbati_18-24
147358,ORAS BROSTENI,Barbati_18-24
147465,BUNESTI,Barbati_18-24
147526,CACICA,Barbati_18-24
147580,CALAFINDESTI,Barbati_18-24
147633,ORAS CAJVANA,Barbati_18-24
147660,ILISESTI,Barbati_18-24
147713,CARLIBABA,Barbati_18-24
147786,CORNU LUNCII,Barbati_18-24
147884,CRUCEA,Barbati_18-24
147937,DARMANESTI,Barbati_18-24
148006,ORAS DOLHASCA,Barbati_18-24
148097,DOLHESTI,Barbati_18-24
148131,DORNA-ARINI,Barbati_18-24
148202,DORNA CANDRENILOR,Barbati_18-24
148293,DORNESTI,Barbati_18-24
148328,DRAGOIESTI,Barbati_18-24
148382,DRAGUSENI,Barbati_18-24
148426,DUMBRAVENI,Barbati_18-24
148453,FANTANELE,Barbati_18-24
148514,FORASTI,Barbati_18-24
148612,ORAS FRASIN,Barbati_18-24
148667,FRATAUTII NOI,Barbati_18-24
148694,FRATAUTII VECHI,Barbati_18-24
148729,FRUMOSU,Barbati_18-24
148765,FUNDU MOLDOVEI,Barbati_18-24
148872,GALANESTI,Barbati_18-24
148916,GRAMESTI,Barbati_18-24
148970,GRANICESTI,Barbati_18-24
149049,HORODNICENI,Barbati_18-24
149101,HORODNIC DE JOS,Barbati_18-24
149138,IACOBENI,Barbati_18-24
149183,IZVOARELE SUCEVEI,Barbati_18-24
149227,ORAS LITENI,Barbati_18-24
149290,MARGINEA,Barbati_18-24
149316,MALINI,Barbati_18-24
149370,MANASTIREA HUMORULUI,Barbati_18-24
149414,MOARA,Barbati_18-24
149502,MOLDOVA-SULITA,Barbati_18-24
149539,MOLDOVITA,Barbati_18-24
149584,MUSENITA,Barbati_18-24
149655,OSTRA,Barbati_18-24
149682,PANACI,Barbati_18-24
149753,PALTINOASA,Barbati_18-24
149780,PARTESTII DE JOS,Barbati_18-24
149833,PATRAUTI,Barbati_18-24
149851,POIANA STAMPEI,Barbati_18-24
149931,POJORATA,Barbati_18-24
149968,PREUTESTI,Barbati_18-24
150043,PUTNA,Barbati_18-24
150070,RADASENI,Barbati_18-24
150114,RASCA,Barbati_18-24
150178,SADOVA,Barbati_18-24
150196,SATU MARE,Barbati_18-24
150221,SIMINICEA,Barbati_18-24
150258,SLATINA,Barbati_18-24
150294,STRAJA,Barbati_18-24
150310,STROIESTI,Barbati_18-24
150356,STULPICANI,Barbati_18-24
150418,SUCEVITA,Barbati_18-24
150445,SARU DORNEI,Barbati_18-24
150524,TODIRESTI,Barbati_18-24
150588,UDESTI,Barbati_18-24
150702,ULMA,Barbati_18-24
150766,VADU MOLDOVEI,Barbati_18-24
150891,VALEA MOLDOVEI,Barbati_18-24
150935,VAMA,Barbati_18-24
150980,VATRA MOLDOVITEI,Barbati_18-24
151022,VERESTI,Barbati_18-24
151077,VICOVU DE JOS,Barbati_18-24
151095,ORAS VICOVU DE SUS,Barbati_18-24
151120,VOLOVAT,Barbati_18-24
151157,VULTURESTI,Barbati_18-24
151246,ZAMOSTEA,Barbati_18-24
151344,ZVORISTEA,Barbati_18-24
151433,COMANESTI,Barbati_18-24
151442,IASLOVAT,Barbati_18-24
151451,CIOCANESTI,Barbati_18-24
151460,SERBAUTI,Barbati_18-24
151479,HORODNIC DE SUS,Barbati_18-24
151488,FANTANA MARE,Barbati_18-24
151497,COSNA,Barbati_18-24
151503,CAPU CAMPULUI,Barbati_18-24
151512,HANTESTI,Barbati_18-24
151521,BURLA,Barbati_18-24
151530,BALACEANA,Barbati_18-24
151549,HARTOP,Barbati_18-24
151558,VOITINEL,Barbati_18-24
151567,CIPRIAN PORUMBESCU,Barbati_18-24
151576,BERCHISESTI,Barbati_18-24
151585,POIENI-SOLCA,Barbati_18-24
151683,MUNICIPIUL TURNU MAGURELE,Barbati_18-24
151709,CIUPERCENI,Barbati_18-24
151736,ISLAZ,Barbati_18-24
151763,LITA,Barbati_18-24
151790,MUNICIPIUL ALEXANDRIA,Barbati_18-24
151816,NANOV,Barbati_18-24
151834,POROSCHIA,Barbati_18-24
151870,MUNICIPIUL ROSIORI DE VEDE,Barbati_18-24
151905,ORAS VIDELE,Barbati_18-24
151932,CREVENICU,Barbati_18-24
151978,ORAS ZIMNICEA,Barbati_18-24
151996,BALACI,Barbati_18-24
152038,BABAITA,Barbati_18-24
152083,BLEJESTI,Barbati_18-24
152127,BOGDANA,Barbati_18-24
152172,BOTOROAGA,Barbati_18-24
152234,BRAGADIRU,Barbati_18-24
152252,BRANCENI,Barbati_18-24
152270,BUJORENI,Barbati_18-24
152314,BUJORU,Barbati_18-24
152332,BUZESCU,Femei_35-44
152350,CALINESTI,Barbati_18-24
152412,CALMATUIU,Barbati_18-24
152467,CALMATUIU DE SUS,Femei_35-44
152500,CERVENIA,Barbati_18-24
152528,CIOLANESTI,Barbati_18-24
152564,CONTESTI,Femei_35-44
152582,COSMESTI,Barbati_18-24
152617,CRANGENI,Barbati_18-24
152662,CRANGU,Barbati_18-24
152724,DIDESTI,Barbati_18-24
152760,DOBROTESTI,Barbati_18-24
152797,DRACSENEI,Femei_35-44
152868,DRAGANESTI DE VEDE,Barbati_18-24
152902,DRAGANESTI-VLASCA,Barbati_18-24
152948,FURCULESTI,Barbati_18-24
152993,FRUMOASA,Barbati_18-24
153026,GALATENI,Femei_35-44
153062,GRATIA,Barbati_18-24
153106,IZVOARELE,Barbati_18-24
153124,LISA,Barbati_18-24
153151,LUNCA,Barbati_18-24
153204,MAVRODIN,Barbati_18-24
153240,MAGURA,Barbati_18-24
153277,MALDAENI,Barbati_18-24
153295,MERENI,Femei_35-44
153339,MARZANESTI,Barbati_18-24
153384,MOSTENI,Femei_35-44
153400,NASTURELU,Barbati_18-24
153437,NECSESTI,Barbati_18-24
153473,OLTENI,Femei_35-44
153507,ORBEASCA,Barbati_18-24
153543,PERETU,Barbati_18-24
153561,PIATRA,Barbati_18-24
153589,PIETROSANI,Barbati_18-24
153605,PLOSCA,Barbati_18-24
153623,PLOPII-SLAVITESTI,Barbati_18-24
153696,POENI,Barbati_18-24
153776,VITANESTI,Barbati_18-24
153829,PUTINEIU,Femei_35-44
153865,RADOIESTI,Barbati_25-34
153909,RASMIRESTI,Barbati_18-24
153936,SALCIA,Barbati_18-24
153972,SACENI,Barbati_18-24
154013,SCRIOASTEA,Barbati_18-24
154068,SCURTU MARE,Barbati_18-24
154139,SEACA,Barbati_18-24
154166,SFINTESTI,Barbati_18-24
154184,SEGARCEA-VALE,Barbati_18-24
154228,SILISTEA,Barbati_18-24
154282,SILISTEA-GUMESTI,Femei_35-44
154308,SARBENI,Barbati_18-24
154344,SLOBOZIA MANDRA,Barbati_18-24
154380,SMARDIOASA,Barbati_18-24
154415,STEJARU,Barbati_18-24
154460,SUHAIA,Barbati_18-24
154497,STOROBANEASA,Barbati_18-24
154521,TALPA,Barbati_18-24
154585,TATARASTII DE JOS,Barbati_18-24
154665,TATARASTII DE SUS,Barbati_18-24
154709,TOPORU,Barbati_18-24
154736,TRAIAN,Barbati_18-24
154754,TRIVALEA-MOSTENI,Barbati_18-24
154790,TROIANUL,Barbati_18-24
154834,TIGANESTI,Barbati_18-24
154852,VEDEA,Femei_35-44
154914,VIISOARA,Barbati_18-24
154932,VARTOAPE,Barbati_18-24
154978,ZAMBREASCA,Barbati_18-24
154996,NENCIULESTI,Barbati_18-24
155083,BECIU,Barbati_18-24
155092,BEUCA,Barbati_18-24
155109,DRACEA,Barbati_18-24
155118,FANTANELE,Femei_35-44
155127,FRASINET,Barbati_18-24
155136,PURANI,Barbati_18-24
155145,SAELELE,Femei_35-44
155154,UDA-CLOCOCIOV,Barbati_18-24
155243,MUNICIPIUL TIMISOARA,Femei_35-44
155261,DUMBRAVITA,Femei_35-44
155289,GHIRODA,Femei_35-44
155314,GIROC,Femei_35-44
155350,MUNICIPIUL LUGOJ,Femei_35-44
155403,ORAS BUZIAS,Femei_35-44
155458,ORAS DETA,Femei_35-44
155494,ORAS JIMBOLIA,Femei_35-44
155528,ORAS SANNICOLAU MARE,Femei_35-44
155546,BALINT,Femei_35-44
155591,BANLOC,Barbati_18-24
155662,BARA,Barbati_25-34
155724,BEBA VECHE,Barbati_25-34
155760,BECICHERECU MIC,Barbati_18-24
155797,BELINT,Barbati_18-24
155840,BETHAUSEN,Barbati_18-24
155911,BILED,Barbati_18-24
155957,BARNA,Barbati_18-24
156035,BOGDA,Barbati_18-24
156106,BOLDUR,Barbati_18-24
156151,BRESTOVAT,Barbati_18-24
156213,CARPINIS,Femei_35-44
156259,CENAD,Femei_35-44
156277,CENEI,Femei_35-44
156311,CHEVERESU MARE,Femei_35-44
156357,ORAS CIACOVA,Femei_35-44
156437,COMLOSU MARE,Femei_25-34
156473,COSTEIU,Femei_35-44
156534,CRICIOVA,Barbati_18-24
156589,CURTEA,Barbati_18-24
156623,DAROVA,Barbati_18-24
156669,DENTA,Femei_35-44
156712,DUDESTII VECHI,Femei_35-44
156767,DUMBRAVA,Femei_35-44
156801,ORAS FAGET,Barbati_18-24
156927,FARDEA,Barbati_18-24
157004,FOENI,Barbati_25-34
157031,GAVOJDIA,Barbati_18-24
157086,ORAS GATAIA,Femei_35-44
157193,GHIZELA,Barbati_18-24
157246,GIARMATA,Barbati_18-24
157273,GIERA,Femei_35-44
157317,GIULVAZ,Femei_35-44
157362,JAMU MARE,Barbati_18-24
157424,JEBEL,Barbati_18-24
157451,LENAUHEIM,Femei_35-44
157497,LIEBLING,Barbati_18-24
157530,LOVRIN,Barbati_18-24
157585,MARGINA,Barbati_18-24
157683,MASLOC,Barbati_18-24
157736,MANASTIUR,Femei_35-44
157781,MORAVITA,Barbati_25-34
157834,MOSNITA NOUA,Femei_35-44
157898,NADRAG,Barbati_18-24
157923,NITCHIDORF,Barbati_18-24
157969,OHABA LUNGA,Femei_35-44
158010,ORTISOARA,Barbati_18-24
158065,PECIU NOU,Barbati_18-24
158109,PERIAM,Barbati_18-24
158136,PIETROASA,Barbati_18-24
158181,PISCHIA,Barbati_18-24
158243,RACOVITA,Barbati_18-24
158314,ORAS RECAS,Femei_35-44
158396,REMETEA MARE,Barbati_18-24
158449,SACOSU TURCESC,Femei_35-44
158528,SATCHINEZ,Barbati_18-24
158564,SACALAZ,Femei_35-44
158608,SECAS,Femei_35-44
158653,SANANDREI,Barbati_18-24
158699,SANMIHAIU ROMAN,Barbati_18-24
158733,SANPETRU MARE,Barbati_18-24
158779,SAG,Femei_35-44
158804,STIUCA,Femei_35-44
158859,TEREMIA MARE,Femei_35-44
158895,TOMESTI,Barbati_18-24
158966,TOPOLOVATU MARE,Femei_35-44
159035,TORMAC,Femei_35-44
159071,TRAIAN VUIA,Barbati_18-24
159142,UIVAR,Femei_35-44
159213,VARIAS,Femei_35-44
159259,VICTOR VLAD DELAMARINA,Barbati_18-24
159339,VOITEG,Barbati_18-24
159366,BIRDA,Barbati_18-24
159375,CHECEA,Barbati_18-24
159384,DUDESTII NOI,Barbati_18-24
159393,FIBIS,Femei_35-44
159400,GHILAD,Barbati_18-24
159419,GOTTLOB,Barbati_18-24
159428,IECEA MARE,Barbati_18-24
159437,PARTA,Barbati_18-24
159446,PADURENI,Barbati_18-24
159455,SARAVALE,Barbati_18-24
159464,SANDRA,Barbati_18-24
159473,TOMNATIC,Barbati_18-24
159482,VALCANI,Barbati_18-24
159491,LIVEZILE,Barbati_18-24
159507,PESAC,Femei_35-44
159516,BUCOVAT,Femei_35-44
159525,OTELEC,Femei_45-64
159614,MUNICIPIUL TULCEA,Barbati_18-24
159650,ORAS BABADAG,Barbati_18-24
159687,ORAS ISACCEA,Barbati_18-24
159730,ORAS MACIN,Barbati_18-24
